,CountyName,State,RegionName,RegionCount
307,Butler County,OH,"[45011 45013 45044 45069 45014 45042 45056 45067 45015 45050 45053 45064
 45062 45055 45004]",15
308,Butler County,PA,"[16001 16066 16046 16002 16057 16059 16063 16055 16033 16025 16056 16037
 16053 16023 16038 16051 16061 16052 16041 16034 16045 16050 16020 16040
 16029 16022 16027]",27
309,Butte County,CA,"[95926 95928 95973 95966 95965 95954 95948 95938 95969 95916 95917 95968
 95942 95914 95941 96092 95930 95974 95978 95925 95972 95958]",22
310,Butte County,ID,[83255],1
311,Butte County,SD,[57717 57760 57788],3
312,Butts County,GA,[30233 30234 30216],3
313,Cabarrus County,NC,[28027 28025 28081 28083 28075 28107 28124 28082 28026],9
314,Cabell County,WV,[25701 25705 25704 25504 25541 25702 25703 25510 25545 25537 25559 25507],12
315,Cache County,UT,"[84321 84341 84335 84319 84332 84339 84318 84333 84320 84325 84326 84328
 84327 84305 84338 84308 84304]",17
316,Caddo County,OK,[73005 73006 73015 73048 73038 73029 73017 73009 73042 73053 73033],11
317,Caddo Parish,LA,"[71106 71107 71105 71118 71109 71104 71115 71108 71129 71119 71047 71101
 71103 71082 71033 71060 71061 71046 71007 71044 71004 71043 71029]",23
318,Calaveras County,CA,"[95252 95247 95228 95223 95222 95249 95255 95246 95245 95225 95254 95251
 95224 95248 95257 95233 95232 95229]",18
319,Calcasieu Parish,LA,"[70605 70601 70607 70663 70611 70615 70665 70647 70669 70633 70668 70661
 70630]",13
320,Caldwell County,KY,[42445 42411],2
321,Caldwell County,MO,[64644 64671 64624 64649 64625 64637 64650],7
322,Caldwell County,NC,[28645 28630 28638 28611 28661],5
323,Caldwell County,TX,[78644 78648 78655 78656 78661 78622 78670],7
324,Caldwell Parish,LA,[71418 71435 71441 71415],4
325,Caledonia County,VT,"[5819 5851 5843 5828 5871 5046 5821 5832 5836 5873 5069 5866 5867 5042
 5850 5862 5050]",17
326,Calhoun County,AL,[36265 36207 36203 36201 36272 36206 36271 36277 36250 36260 36279 36205],12
327,Calhoun County,AR,[71744 71766 71745],3
328,Calhoun County,FL,[32424 32421 32430],3
329,Calhoun County,GA,[39846 39813 39862 39866],4
330,Calhoun County,IA,[50563 50579 51449 50575 51453 50538 50586 50551 50552],9
331,Calhoun County,IL,[62047 62053 62006 62013 62045 62065],6
332,Calhoun County,MI,[49015 49037 49017 49014 49068 49224 49245 49051 49092 49011 49033 49029],12
333,Calhoun County,MS,[38916 38915 38878 38864 38951 38914 38913 38839],8
334,Calhoun County,SC,[29135 29030],2
335,Calhoun County,TX,[77979 77983 77982 77978],4
336,Calhoun County,WV,[26147 26137 25268 26136 26151 25261 26138],7
337,Callahan County,TX,[79510 79504 76443],3
338,Callaway County,MO,[65251 65043 65231 65063 65016 65059 65080 63388 65262 65077 65067],11
339,Calloway County,KY,[42071 42020 42049 42076 42036 42054],6
340,Calumet County,WI,[53014 54110 53061 54129 54169 53088],6
341,Calvert County,MD,"[20657 20639 20678 20732 20736 20754 20685 20714 20688 20676 20689 20615
 20629]",13
342,Camas County,ID,[83327],1
343,Cambria County,PA,"[15905 15904 15902 15906 15931 15946 15714 15909 16630 15901 15943 16668
 15956 16641 15938 16646 15722 15958 15942 15955 15940 16613 15952 15927
 16640 15961 16639 15762 16636 15921 15951 15948 16619 15960 15930 15934
 15945 15962]",38
344,Camden County,GA,[31548 31558 31569 31565 31568],5
345,Camden County,MO,[65020 65049 65065 65079 65052 65326 65324 65787 65786 65591 65567 65764],12
346,Camden County,NC,[27921 27976 27974],3
347,Camden County,NJ,"[8021 8081 8012 8043 8003 8002 8105 8109 8104 8108 8034 8033 8110 8107
 8009 8030 8031 8004 8103 8106 8083 8078 8035 8102 8084 8007 8059 8091
 8049 8029 8089 8045 8026 8018]",34
348,Cameron County,PA,[15834 15832],2
349,Cameron County,TX,"[78521 78520 78550 78526 78586 78552 78566 78559 78578 78575 78583 78597
 78593 78535 78567 78592 78568]",17
350,Cameron Parish,LA,[70631 70645 70632 70643],4
351,Camp County,TX,[75686 75451],2
352,Campbell County,KY,[41071 41076 41001 41075 41073 41074 41007 41059 41085],9
353,Campbell County,TN,[37766 37757 37714 37762 37847 37729 37819],7
354,Campbell County,VA,[24588 24550 24517 24538 24554 24528 24571],7
355,Campbell County,WY,[82718 82716 82732 82727 82725 82731],6
356,Canadian County,OK,[73099 73064 73036 73078 73047 73014 73090],7
357,Candler County,GA,[30439 30451],2
358,Cannon County,TN,[37190 37026 37016],3
359,Canyon County,ID,[83686 83605 83687 83651 83607 83644 83660 83676 83641 83626 83656],11
360,Cape Girardeau County,MO,[63701 63755 63703 63769 63766 63785 63732 63739 63744 63770 63752 63743],12
361,Cape May County,NJ,"[8226 8204 8210 8260 8251 8270 8243 8230 8202 8223 8242 8247 8212 8246
 8250 8214 8219 8248 8245]",19
362,Carbon County,MT,[59068 59041 59014 59070 59029 59008 59026 59007 59013],9
363,Carbon County,PA,"[18235 18071 18229 18210 18232 18240 18255 18250 18216 18624 18254 18030
 18244 18212 18012]",15
364,Carbon County,UT,[84501 84526 84542 84520 84539],5
365,Carbon County,WY,[82301 82331 82325 82327 82321 82334 82324 82323 82332],9
366,Caribou County,ID,[83276 83241 83217 83285],4
367,Carlisle County,KY,[42023 42021 42035],3
368,Carlton County,MN,[55720 55733 55767 55707 55718 55797 55726 55757 55798 55749 55780],11
369,Caroline County,MD,[21629 21632 21655 21639 21660 21649 21640 21636 21641 21609],10
370,Caroline County,VA,[22546 22580 22427 22514 22535 23126 22538],7
371,Carroll County,AR,[72616 72638 72632 72631 72611 72660 72624],7
372,Carroll County,GA,[30180 30117 30116 30179 30108 30185 30170],7
373,Carroll County,IA,[51401 51455 50058 51443 51436 51430 51463 51440 51444 51452 51451 51459],12
374,Carroll County,IL,[61074 61046 61053 61285 61051 61078 61014],7
375,Carroll County,IN,[46923 46929 46917 46913 46920 46915 47997 46916 46977],9
376,Carroll County,KY,[41008 41045 41083],3
377,Carroll County,MD,[21157 21784 21158 21074 21102 21787 21048 21776],8
378,Carroll County,MO,[64633 64668 64643 64622 64623 64682 64639 64681],8
379,Carroll County,MS,[39176],1
380,Carroll County,NH,"[3894 3254 3860 3872 3818 3813 3814 3830 3836 3886 3864 3838 3845 3882
 3849 3227 3846 3890 3816 3853 3875 3850 3817 3812 3259 3832 3883 3897]",28
381,Carroll County,OH,[44615 44644 44675 44620 44651 44639],6
382,Carroll County,TN,"[38201 38344 38321 38317 38220 38258 38342 38348 38390 38318 38387 38235
 38324]",13
383,Carroll County,VA,[24343 24381 24317 24328 24312 24350 24325 24352 24351],9
384,Carson City,NV,[89701 89706 89703 89705 89704],5
385,Carson County,TX,[79068 79097 79039 79080],4
386,Carter County,KY,[41143 41164 41146 41132 41135],5
387,Carter County,MO,[63937 63965 63941],3
388,Carter County,OK,[73401 73443 73463 73438 73481 73458 73435 73487 73437 73436 73488],11
389,Carter County,TN,[37643 37687 37658 37694],4
390,Carteret County,NC,"[28570 28557 28516 28594 28512 28582 28531 28528 28579 28511 28553 28524
 28520 28577 28581]",15
391,Carver County,MN,[55318 55317 55387 55386 55388 55315 55322 55360 55397 55368 55367 55339],12
392,Cascade County,MT,"[59405 59404 59401 59421 59412 59487 59414 59485 59443 59472 59483 59477
 59480 59463 59469 59465]",16
393,Casey County,KY,[42539 42528 42565 42566 42541 42516],6
394,Cass County,IA,[50022 51535 50020 50853 51544 50843 50274 51552],8
395,Cass County,IL,[62618 62691 62612 62627 62611 62622],6
396,Cass County,IN,[46947 46932 46994 46978 46988 46950 46998 46961 46967 46942],10
397,Cass County,MI,[49047 49112 49031 49067 49130 49095 49061],7
398,Cass County,MN,[56474 56484 56633 56473 56452 56672 56435 56655 56662 56626 56641],11
399,Cass County,MO,"[64012 64083 64701 64080 64078 64747 64725 64742 64734 64746 64739 64743
 64090]",13
400,Cass County,ND,"[58103 58104 58078 58102 58047 58012 58051 58059 58042 58005 58052 58048
 58064 58079 58011 58006 58021 58038 58036 58004 58007]",21
401,Cass County,NE,"[68048 68037 68347 68463 68349 68366 68409 68407 68455 68413 68016 68307
 68058 68304 68403]",15
402,Cass County,TX,[75551 75656 75563 75572 75555 75556 75560 75566 75565 75562],10
403,Cassia County,ID,[83318 83323 83346 83342 83311 83312],6
404,Castro County,TX,[79027 79043 79063],3
405,Caswell County,NC,[27379 27311 27315 27291 27305 27212 27314],7
406,Catahoula Parish,LA,[71343 71368 71243],3
407,Catawba County,NC,[28601 28602 28658 28613 28650 28610 28673 28609 28682],9
408,Catoosa County,GA,[30736 30742],2
409,Cattaraugus County,NY,"[14760 14779 14706 14070 14737 14042 14772 14719 14770 14755 14731 14741
 14171 14138 14101 14743 14065 14129 14753 14726 14729 14748 14173 14168
 14783 14788 14041]",27
410,Cayuga County,NY,"[13021 13118 13166 13140 13033 13092 13160 13156 13034 13111 13026 13081
 13147 13071 13064 13117 13113]",17
411,Cecil County,MD,"[21921 21901 21911 21904 21903 21919 21918 21915 21917 21912 21913 21914
 21920 21916 21930]",15
412,Cedar County,IA,[52772 52358 52747 52306 52216 52255 52337 52721],8
413,Cedar County,MO,[64744 65785 64756 65635 65603],5
414,Cedar County,NE,[68739 68745 68771 68727 68736 68792 68774 68717 68749],9
415,Centre County,PA,"[16801 16823 16803 16866 16870 16827 16841 16828 16875 16844 16865 16851
 16853 16874 16872 16854 16820 16826 16868 16829 16859 16832 16677 16835
 16882 16856 16852 16864]",28
416,Cerro Gordo County,IA,[50401 50428 50469 50482 50479 50464 50457 50477 50433 50467],10
417,Chaffee County,CO,[81201 81211 81236 81242 81228],5
418,Chambers County,AL,[36854 36863 36862 36855 36872],5
419,Chambers County,TX,[77665 77514 77560 77597 77661 78951],6
420,Champaign County,IL,"[61820 61821 61801 61822 61802 61866 61853 61874 61873 61880 61843 61849
 61877 61864 61878 61847 61859 61863 61840 61872 61875 60949 61816 61862
 61851 61845 61871 61815 61852]",29
421,Champaign County,OH,[43078 43072 43044 43060 43009 45317 43084 45389 43047],9
422,Chariton County,MO,[64658 65281 65236 65261 64660 65246],6
423,Charles City County,VA,[23030],1
424,Charles County,MD,"[20603 20602 20601 20646 20695 20640 20616 20637 20622 20664 20662 20677
 20675 20693 20658 20617 20611 20645 20625 20632 20612 20661]",22
425,Charles Mix County,SD,[57356],1
426,Charleston County,SC,"[29464 29414 29412 29407 29466 29455 29406 29405 29418 29403 29420 29492
 29401 29449 29451 29470 29429 29439 29487 29458 29482  2643 29426]",23
427,Charlevoix County,MI,[49720 49712 49727 49713 49796],5
428,Charlotte County,FL,"[33952 33950 34223 34224 33948 33983 33980 33981 33947 33955 33982 33954
 33953 33946]",14
429,Charlotte County,VA,[23923 23937 23959 23967 23962 23934 23976],7
430,Charlton County,GA,[31537 31562],2
431,Chase County,KS,[66845 66869 66850 66862],4
432,Chatham County,GA,"[31419 31405 31406 31404 31322 31410 31401 31407 31415 31411 31408 31328
 31421]",13
433,Chatham County,NC,[27312 27344 27207 27559 27252 27208],6
434,Chattahoochee County,GA,[31805],1
435,Chattooga County,GA,[30747 30753 30731 30730],4
436,Chautauqua County,KS,[67024],1
437,Chautauqua County,NY,"[14701 14048 14063 14750 14787 14136 14757 14710 14733 14712 14738 14062
 14081 14775 14716 14782 14724 14722 14747 14718 14781 14767 14728 14723
 14740 14784 14769 14720 14736 14742 14752 14135 14166 14785 14732 14756]",36
438,Chaves County,NM,[88203 88201 88230 88232 88253],5
439,Cheatham County,TN,[37015 37146 37082 37143 37035],5
440,Cheboygan County,MI,[49721 49749 49799 49716 49705 49791],6
441,Chelan County,WA,[98801 98826 98816 98815 98831 98828 98822 98847 98821 98836 98817 98811],12
442,Chemung County,NY,"[14845 14904 14901 14905 14903 14871 14814 14838 14889 14894 14861 14864
 14825 14872 14816 14902]",16
443,Chenango County,NY,"[13815 13778 13733 13830 13460 13730 13843 13809 13801 13780 13464 13844
 13832 13155 13841 13136 13814 13124]",18
444,Cherokee County,AL,[35960 35959 35983 35973],4
445,Cherokee County,GA,[30188 30114 30115 30189 30107 30183],6
446,Cherokee County,IA,[51012 51035 51005 51014 51049 51061 51037 51029],8
447,Cherokee County,KS,[66713 66725 66739 66781 66770 66773 66782 66728],8
448,Cherokee County,NC,[28906 28901 28905],3
449,Cherokee County,OK,[74464 74441 74451 74427 74471 74457 74945],7
450,Cherokee County,SC,[29340 29341 29702],3
451,Cherokee County,TX,[75766 75785 75925 75976 75784 75780 75764 75772 75759],9
452,Chesapeake City,VA,[23320 23322 23323 23321 23324 23325],6
453,Cheshire County,NH,"[3431 3446 3452 3461 3470 3451 3608 3602 3447 3455 3465 3462 3444 3467
 3464 3466 3450 3456 3457 3448 3609 3445 3443 3441]",24
454,Chester County,PA,"[19380 19382 19320 19335 19460 19355 19348 19341 19465 19363 19425 19390
 19475 19312 19344 19350 19333 19311 19301 19365 19343 19352 19520 19362
 19330 19372 19310 19374 19442 19481 19421 19358 19367]",33
455,Chester County,SC,[29706 29055 29714 29712 29729 29014],6
456,Chester County,TN,[38340 38332 38352 38347],4
457,Chesterfield County,SC,[29520 29728 29709 29718 29101 29584 29741 29727],8
458,Chesterfield County,VA,[23112 23831 23235 23832 23236 23113 23237 23114 23838 23836 23120],11
459,Cheyenne County,CO,[80810 80825 80802 80862],4
460,Cheyenne County,NE,[69162 69149 69156 69131 69141],5
461,Chickasaw County,IA,[50659 50658 50630 50645 52154 50603],6
462,Chickasaw County,MS,[38851 38860 38850 39776 38877],5
463,Chicot County,AR,[71653 71638 71640],3
464,Childress County,TX,[79201 79259],2
465,Chilton County,AL,[35045 35085 35046 36091 35171 36750 36790],7
466,Chippewa County,MI,"[49783 49715 49788 49726 49774 49780 49724 49725 49728 49710 49768 49736
 49752 49793 49748]",15
467,Chippewa County,MN,[56265 56222 56260 56262 56295],5
468,Chippewa County,WI,[54729 54724 54727 54768 54757 54732 54745 54726 54748 54765],10
469,Chisago County,MN,[55056 55092 55079 55045 55013 55069 55032 55074 55012 55084],10
470,Chittenden County,VT,"[5401 5452 5403 5446 5468 5495 5408 5404 5482 5465 5461 5477 5445 5489
 5462 5494 5405]",17
471,Choctaw County,AL,[36922 36538],2
472,Choctaw County,MS,[39735 39772],2
473,Choctaw County,OK,[74743 74727 74735 74759 74756 74738 74760 74761],8
474,Chouteau County,MT,[59442 59521 59520 59446 59450 59460 59420 59440],8
475,Chowan County,NC,[27932],1
476,Christian County,IL,[62568 62557 62531 62510 62540 62546 62567 62547 62555 62556 62083 62517],12
477,Christian County,KY,[42240 42262 42217 42266 42215 42236 42232 42254],8
478,Christian County,MO,"[65714 65721 65610 65631 65753 65669 65754 65720 65629 65630 65620 65657
 65728]",13
479,Churchill County,NV,[89406],1
480,Cibola County,NM,[87020 87323 87021 87321 87045 87357 87051 87005],8
481,Citrus County,FL,[34446 34465 34442 34450 34452 34448 34453 34461 34428 34429 34436 34445],12
482,Clackamas County,OR,"[97045 97222 97267 97070 97086 97068 97035 97015 97013 97034 97055 97038
 97027 97023 97089 97009 97004 97022 97067 97042 97017 97049 97011 97028]",24
483,Claiborne County,MS,[39086 39144],2
484,Claiborne County,TN,[37879 37825 37752 37870 37724 37881 37715],7
485,Claiborne Parish,LA,[71040 71038 71003],3
486,Clallam County,WA,[98382 98362 98363 98331 98326 98305 98381],7
487,Clare County,MI,[48625 48617 48622 48632 48633],5
488,Clarendon County,SC,[29102 29148 29125 29162 29001],5
489,Clarion County,PA,"[16214 16232 16353 16254 16248 16049 16028 16258 16255 16235 16233 16224
 16230 16326 16334 16054 16260 16036 16213 16332 16220 16331 16234]",23
490,Clark County,AR,[71923 71743 71921 71962 71772],5
491,Clark County,IL,[62441 62420 62442 62477 62474 62423],6
492,Clark County,IN,[47130 47129 47172 47111 47106 47126 47143 47141 47163 47147 47162 47104],12
493,Clark County,KS,[67831 67865 67840],3
494,Clark County,KY,[40391],1
495,Clark County,MO,[63445 63473],2
496,Clark County,NV,"[89108 89121 89052 89117 89031 89123 89148 89110 89074 89103 89147 89119
 89129 89122 89115 89131 89014 89101 89128 89015 89012 89149 89104 89032
 89030 89102 89139 89178 89183 89113 89135 89002 89107 89011 89081 89130
 89141 89134 89142 89044 89084 89145 89120 89169 89156 89166 89106 89118
 89144 89027 89146 89138 89005 89029 89109 89143 89179 89086 89019 89034
 89040 89085 89021 89158 89124 89025 89018 89046 89007 89161 89004 89039
 89054 89155]",74
497,Clark County,OH,"[45503 45505 45504 45344 45502 45506 45323 45368 45341 45369 45372 45349
 43010 45319]",14
498,Clark County,WA,"[98682 98661 98683 98604 98662 98607 98684 98665 98685 98671 98664 98642
 98686 98663 98660 98606 98629 98675 98601]",19
499,Clark County,WI,"[54456 54771 54421 54405 54437 54446 54460 54498 54436 54425 54420 54488
 54422 54746 54493]",15
500,Clarke County,AL,[36545 36784 36451 36524 36548 36482 36540 36727],8
501,Clarke County,GA,[30606 30605 30601 30607 30683],5
502,Clarke County,IA,[50213 50174 50275],3
503,Clarke County,MS,[39360 39330 39366],3
504,Clarke County,VA,[22611 20135 22620 22646 20130],5
505,Clatsop County,OR,[97103 97138 97146 97110 97102],5
506,Clay County,AL,[36266 36251 36258],3
507,Clay County,AR,[72454 72422 72461 72456 72435 72430 72470 72453 72441 72464 72424],11
508,Clay County,FL,[32068 32073 32065 32003 32043 32656],6
509,Clay County,GA,[39851 39824],2
510,Clay County,IA,[51301 51338 51357 51047 51333 51366 51343 51340 51341],9
511,Clay County,IL,[62839 62858 62824 62899 62878],5
512,Clay County,IN,[47834 47841 47840 47837 47846 47881 47853 47857 47845],9
513,Clay County,KS,[67432 67487 67447 67468 67458],5
514,Clay County,KY,[40962 40486 40972 41721 40914 41714 41762],7
515,Clay County,MN,[56560 56529 56549 56514 56547 56580 56585 56536 56552 56546 56525],11
516,Clay County,MO,[64118 64068 64024 64060 64089 64048 64161 64072],8
517,Clay County,MS,[39773 39756 39741 39755],4
518,Clay County,NC,[28904 28902 28909],3
519,Clay County,NE,[68979 68944 68933 68941 68935 68938 68980 68934 68975 68452],10
520,Clay County,SD,[57069 57073 57010],3
521,Clay County,TN,[38551 38575],2
522,Clay County,TX,[76365 76228 76377 76357],4
523,Clay County,WV,[25043 25063 25164 25235 25113 25125 25266 25133 25285 25019 25160 25141],12
524,Clayton County,GA,[30349 30236 30238 30274 30296 30297 30260 30273 30250],9
525,Clayton County,IA,"[52052 52159 52043 52076 52157 52049 52141 52156 52047 52158 52072 52077
 52048 52044 52066]",15
526,Clear Creek County,CO,[80422 80452 80444 80436 80438 80476],6
527,Clearfield County,PA,"[15801 16830 16833 16651 16858 16666 16881 16627 16838 16878 15757 15849
 16656 16836 16661 16843 15856 15848 16863 16845 16692 16671 16840 16680
 16839 16879 16620 16860 16849 16876 16821 16837]",32
528,Clearwater County,ID,[83544 83541 83553 83546 83520 83827],6
529,Clearwater County,MN,[56621 56634 56644],3
530,Cleburne County,AL,[36264 36273 36262 36269],4
531,Cleburne County,AR,[72543 72131 72067 72530 72581 72044 72523 72179 72130 72061 72546],11
532,Clermont County,OH,"[45140 45103 45150 45102 45106 45122 45157 45176 45120 45162 45153 45160
 45158 45147 45156 45112]",16
